2018 포르쉐 카이엔 GTS ,포르쉐,1억3730만원,V6,트윈터보,3604cc,가솔린,자동7.1km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,440hp,61.2kg.m,262km/h,5.2초,247.0g/km,4855mm,1954mm,1688mm,2895mm,정보없음,정보없음,2110kg,275mm/45/20inch,275mm/45/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20180221_12
2020 포르쉐 마칸 GTS,포르쉐,77880유로,V6,트윈터보,2997cc,가솔린,DCT9.6ℓ/100km(정보없음),5인승,풀타임4륜구동,자동(DCT)8단,375hp,53.0kg.m,261km/h,4.9초,218.0g/km,4686mm,1926mm,1609mm,2807mm,1650mm,1658mm,1910kg,정보없음/정보없음/20inch,정보없음/정보없음/20inch,더블위시본,트라페조이덜링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191217_2/
2020 벤틀리 컨티넨탈 GT,벤틀리,가격정보없음,W12,트윈터보,5950cc,가솔린,DCT13.6ℓ/100km(정보없음),2인승,풀타임4륜구동,자동(DCT)8단,626hp,91.8kg.m,333km/h,3.7초,308.0g/km,4850mm,1966mm,1405mm,2851mm,정보없음,정보없음,정보없음,정보없음/정보없음/22inch,정보없음/정보없음/22inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191204_21
2020 랜드로버 레인지로버 스포츠,랜드로버,81250파운드,I6,싱글터보,3000cc,가솔린,9.3ℓ/100km(정보없음),5인승,풀타임4륜구동,정보없음,400hp,56.1kg.m,225km/h,6.2초,213.0g/km,4879mm,2073mm,1803mm,2923mm,1692mm,1686mm,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20190214_25
2019 푸조 508 SW,푸조,5131만원,l4,싱글터보,1997cc,디젤,자동13.3km/ℓ(3등급),5인승,전륜구동,자동8단,177hp,40.8kg.m,정보없음,정보없음,143.0g/km,4780mm,1860mm,1420mm,2800mm,정보없음,정보없음,1694kg,235mm/45/18inch,235mm/45/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190724_11
2019 인피니티 Q60,인피니티,6827만원,V6,트윈터보,2997cc,가솔린,자동9.4km/ℓ(4등급),4인승,후륜구동,자동7단,405hp,48.4kg.m,정보없음,정보없음,183.0g/km,4685mm,1850mm,1385mm,2850mm,1555mm,1580mm,1800kg,255mm/35/20inch,255mm/35/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200103_26
2019 미니 컨트리맨 쿠퍼SD,미니,5370만원,l4,싱글터보,1995cc,디젤,자동13.2km/ℓ(3등급),5인승,풀타임4륜구동,자동8단,190hp,40.8kg.m,218km/h,7.6초,144.0g/km,4299mm,1822mm,1557mm,2670mm,1563mm,1565mm,1705kg,225mm/50/18inch,225mm/50/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20170131_17
2020 홍치 H9,홍치,가격정보없음,V6,싱글터보,2998cc,가솔린,정보없음,4인승,후륜구동,자동(DCT)7단,272hp,40.8kg.m,정보없음,정보없음,정보없음,5137mm,1900mm,1493mm,3060mm,정보없음,정보없음,정보없음,245mm/40/20inch,245mm/40/20inch,정보없음,정보없음,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200110_13
2020 포르쉐 파나메라 스포츠 투리스모,포르쉐,116912유로,V6,트윈터보,2894cc,가솔린,정보없음,4인승,풀타임4륜구동,자동(DCT)8단,440hp,56.1kg.m,286km/h,4.4초,정보없음,5049mm,정보없음,1428mm,2950mm,정보없음,정보없음,정보없음,265mm/45/19inch,295mm/40/19inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191008_23
2020 토요타 타코마,토요타,26050달러,V6,자연흡기,2698cc,가솔린,정보없음,5인승,후륜구동,자동6단,160hp,25.1kg.m,정보없음,정보없음,정보없음,5392mm,1889mm,1793mm,3236mm,1600mm,1605mm,2016kg,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20200206_92
2020 지프 레니게이드 4XE,지프,40900유로,I3,싱글터보,1298cc,전기가솔린,정보없음,5인승,풀타임4륜구동,자동9단,240hp,정보없음,정보없음,정보없음,정보없음,4236mm,1805mm,1667mm,2570mm,1541mm,1541mm,정보없음,정보없음/정보없음/17inch,정보없음/정보없음/17inch,맥퍼슨스트럿,맥퍼슨스트럿,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200123_24
2020 벤츠 GLS클래스 AMG,메르세데스-벤츠,134090달러,V8,트윈터보,3982cc,가솔린,자동11.9ℓ/100km(정보없음)별표*,7인승,풀타임4륜구동,자동9단,612hp,86.7kg.m,250km/h,4.2초,273.0g/km,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,285mm/40/23inch,325mm/35/23inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191121_22
2020 벤츠 GLE클래스 AMG,메르세데스-벤츠,113950달러,V8,트윈터보,3982cc,가솔린,자동11.4ℓ/100km(정보없음),5인승,풀타임4륜구동,자동9단,571hp,76.5kg.m,250km/h,4.0초,261.0g/km,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음/정보없음/20inch,정보없음/정보없음/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191121_80
2020 미니 클럽맨 쿠퍼SD,미니,4900만원,I4,싱글터보,1995cc,디젤,자동13.4km/ℓ(3등급),5인승,전륜구동,자동8단,190hp,40.8kg.m,225km/h,7.7초,142.0g/km,4266mm,1800mm,1441mm,2670mm,정보없음,정보없음,1595kg,225mm/40/18inch,225mm/40/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191021_84
2020 람보르기니 아벤타도르 SVJ 로드스터,람보르기니,가격정보없음,V12MPI,자연흡기,6498cc,가솔린,정보없음,2인승,풀타임4륜구동,자동(S/T)7단,770hp,73.4kg.m,350km/h,2.9초,정보없음,4943mm,2098mm,1136mm,2700mm,1720mm,1680mm,1575kg,255mm/30/20inch,355mm/25/21inch,알루미늄더블위시본,알루미늄더블위시본,V디스크,V디스크,유압식파워스티어링,https://imgauto-phinf.pstatic.net/20190923_24
2020 닛산 GT-R,닛산,122040~145540달러,V6,트윈터보,3799cc,가솔린,DCT18.0mpg(정보없음),4인승,풀타임4륜구동,자동(DCT)6단,565~600hp,64.6~66.5kg.m,정보없음,정보없음,정보없음,4709~4710mm,1894~1895mm,1369~1370mm,2778~2780mm,1590~1600mm,1600mm,1776~1784kg,255mm/40/20inch,285mm/35/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190429_22
2019 재규어 F-타입 SVR,재규어,2억2909만원,V8,슈퍼차저,5000cc,가솔린,자동8.0km/ℓ(5등급),2인승,풀타임4륜구동,자동8단,575hp,71.4kg.m,314km/h,3.7초,217.0g/km,4475mm,1923mm,1308mm,2622mm,1585mm,1611mm,1875kg,265mm/35/20inch,305mm/30/20inch,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20180119_12
2021 폭스바겐 아테온 R,폭스바겐,가격정보없음,I4,싱글터보,1968cc,가솔린,정보없음,5인승,풀타임4륜구동,자동,315hp,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,맥퍼슨스트럿,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200625_11
2020 아우디 A3 세단,아우디,27700유로,I4,정보없음,1498cc,가솔린,DCT4.9ℓ/100km(정보없음),5인승,전륜구동,자동(DCT)7단,150hp,정보없음,정보없음,정보없음,162.0g/km,4540mm,1820mm,1450mm,2636mm,정보없음,정보없음,정보없음,정보없음/정보없음/18inch,정보없음/정보없음/18inch,맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200421_28
2020 벤틀리 컨티넨탈 GT 컨버터블 뮬리너,벤틀리,가격정보없음,V8,트윈터보,3998cc,가솔린,정보없음,4인승,풀타임4륜구동,자동8단,550hp,78.5kg.m,318km/h,4.1초,정보없음,4850mm,1954mm,1399mm,2851mm,정보없음,정보없음,정보없음,정보없음/정보없음/20inch,정보없음/정보없음/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200225_35
2020 벤츠 A클래스 세단 플러그인 하이브리드,메르세데스-벤츠,37300유로,I4,싱글터보,1332cc,전기가솔린,DCT1.4ℓ/100km(정보없음),5인승,전륜구동,자동(DCT)8단,160hp,25.5kg.m,정보없음,6.7초,33.0g/km,4667mm,1796mm,1446mm,2729mm,1567mm,1567mm,정보없음,225mm/45/18inch,225mm/45/18inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190923_14
2020 레디컬 SR1,레디컬,8950만원,l4,자연흡기,1340cc,가솔린,정보없음,2인승,후륜구동,자동(S/T)6단,182hp,정보없음,222km/h,3.5초,정보없음,3860mm,1560mm,1020mm,정보없음,정보없음,정보없음,490kg,정보없음/정보없음/13inch,정보없음/정보없음/13inch,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200715_45
2019 피아트 500X,피아트,가격정보없음,I4I3,자연흡기싱글터보,999~1598cc,가솔린,수동5.8~6.7ℓ/100km(정보없음)DCT6.1ℓ/100km(정보없음),5인승,전륜구동,수동5~6단자동(DCT)6단,110~150hp,15.5~27.5kg.m,180~200km/h,9.1~11.5초,133.0~154.0g/km,4264mm,1796mm,1595mm,2570mm,정보없음,정보없음,1275~1320kg,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20181016_88
2019 아우디 TT 로드스터,아우디,38300유로,I4,싱글터보,1984cc,가솔린,DCT6.3ℓ/100km(정보없음),2인승,전륜구동,자동(DCT)7단,197hp,32.6kg.m,247km/h,6.9초,145.0g/km,4191mm,1832mm,1355mm,2505mm,1572mm,1552mm,1360kg,255mm/50/17inch,255mm/50/17inch,맥퍼슨스트럿,멀티링크,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20190201_11
2019 벤츠 A클래스,메르세데스-벤츠,30231~36461유로,l4,싱글터보,1332cc,가솔린,정보없음정보없음,5인승,전륜구동,수동6단자동(DCT)7단,163hp,25.5kg.m,225km/h,8.0~8.2초,정보없음,4419mm,1796mm,1440mm,2729mm,1567mm,1567mm,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20200212_59
2017 맥라렌 570S,맥라렌,2억6500만원,V8,트윈터보,3799cc,가솔린,DCT9.3~10.7km/ℓ(정보없음),2인승,후륜구동,자동(DCT)7단,570hp,61.1~61.2kg.m,328km/h,3.2초,249.0~258.0g/km,4530mm,2095mm,1202mm,2670mm,1673mm,1618mm,1359kg,225mm/35/19inch,285mm/35/20inch,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190808_35
2017 람보르기니 우라칸,람보르기니,3억4532만원,V10,자연흡기,5204cc,가솔린,DCT5.6km/ℓ(5등급),2인승,풀타임4륜구동,자동(DCT)7단,610hp,57.1kg.m,325km/h,3.2초,307.0g/km,4459mm,1924mm,1165mm,2620mm,1668mm,1620mm,1422kg,245mm/30/20inch,305mm/30/20inch,더블위시본,더블위시본,v디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20160304_16
2017 GV80 콘셉트,제네시스,가격정보없음,NULL,정보없음,정보없음,수소,정보없음,4인승,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20170413_22
2020 페라리 SF90 스트라달레,페라리,846888달러,V8,트윈터보,3990cc,전기가솔린,정보없음,2인승,풀타임4륜구동,자동(DCT)8단,769hp,81.6kg.m,1000hp,2.5초,정보없음,4710mm,1972mm,1186mm,2650mm,1679mm,1652mm,1570kg,255mm/35/20inch,315mm/30/20inch,정보없음,정보없음,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20190702_12
2020 벤츠 CLA 슈팅브레이크 AMG,메르세데스-벤츠,45680파운드,I4,싱글터보,1991cc,가솔린,DCT8.4ℓ/100km(정보없음),5인승,풀타임4륜구동,자동(DCT)8단,421hp,51.0kg.m,270km/h,4.0초,191.0g/km,4688mm,1830mm,1442mm,2729mm,1612mm,1602mm,정보없음,정보없음,정보없음,맥퍼슨스트럿,트레일링암,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190722_96
2020 GMC 씨에라 2500HD,GMC,53995달러,V8,정보없음,6598cc,가솔린,정보없음,5인승,후륜구동,자동10단,401hp,64.2kg.m,정보없음,정보없음,정보없음,6352mm,2079mm,2027mm,4037mm,정보없음,정보없음,정보없음,275mm/70/18inch,275mm/70/18inch,정보없음,정보없음,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20200110_45
2019 캐딜락 CT6-V,캐딜락,88790달러,V8,트윈터보,4200cc,가솔린,정보없음,5인승,풀타임4륜구동,자동10단,550hp,86.7kg.m,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음/정보없음/20inch,정보없음/정보없음/20inch,정보없음,정보없음,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20190116_18
2019 아우디 SQ5,아우디,67750유로,V6,싱글터보,3000cc,디젤,자동6.8ℓ/100km(정보없음),5인승,풀타임4륜구동,자동8단,347hp,71.4kg.m,250km/h,5.1초,177.0g/km,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,255mm/45/20inch,255mm/45/20inch,멀티링크,멀티링크,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20190225_74
2019 맥라렌 600LT,맥라렌,2억9900만원,V8,트윈터보,3799cc,가솔린,DCT7.7km/ℓ(정보없음),2인승,후륜구동,자동(DCT)7단,592hp,63.2kg.m,328km/h,2.9초,266.0g/km,4604mm,2095mm,1194mm,2670mm,1680mm,1591mm,1247kg,225mm/35/19inch,285mm/35/20inch,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20180717_2/
2019 BMW 2시리즈,BMW,25060~35425파운드,I3I4I6,싱글터보트윈터보,1499~2998cc,가솔린,수동6.2ℓ/100km(정보없음)토크컨버터5.9~8.0ℓ/100km(정보없음),4인승,후륜구동풀타임4륜구동,수동6단토크컨버터8단,136~340hp,22.4~51.0kg.m,210~250km/h,4.4~8.9초,133.0~181.0g/km,4432~4454mm,1774mm,1408~1418mm,2690mm,1516~1521mm,1534~1556mm,1345~1540kg,205~225mm/40~55/16~18inch,205~245mm/35~55/16~18inch,더블조인트,5링크,디스크,디스크,렉앤피니언,https://imgauto-phinf.pstatic.net/20181107_10
2021 혼다 오딧세이,혼다,가격정보없음,V6,자연흡기,3471cc,가솔린,자동22.0mpg(정보없음),7인승,전륜구동,자동9단,280hp,36.2kg.m,정보없음,정보없음,정보없음,5161mm,1993mm,1734mm,2999mm,1709mm,1706mm,1975kg,235mm/60/18inch,235mm/60/18inch,맥퍼슨스트럿,트레일링암,V디스크,디스크,렉앤피니언,https://imgauto-phinf.pstatic.net/20200310_65
2020 토요타 코롤라 크로스 하이브리드,토요타,가격정보없음,I4,자연흡기,1798cc,전기가솔린,CVT4.3ℓ/100km(하이브리드),5인승,전륜구동,자동(CVT),98hp,14.5kg.m,정보없음,정보없음,98.0g/km,4460mm,1825mm,1620mm,2640mm,정보없음,정보없음,1385kg,215mm/60/17inch,215mm/60/17inch,맥퍼슨스트럿,토션빔,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200710_49
2020 i30 패스트백,현대자동차,가격정보없음,I4,싱글터보,1482cc,가솔린,정보없음정보없음,5인승,전륜구동,수동6단자동(DCT)7단,160hp,25.8kg.m,210km/h,8.4~8.6초,정보없음,4455mm,1795mm,1425mm,2650mm,정보없음,정보없음,1277~1302kg,정보없음,정보없음,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200226_21
2020 GMC 씨에라 3500HD,GMC,66495달러,V8,정보없음,6598cc,가솔린,정보없음,5인승,후륜구동,자동10단,401hp,64.2kg.m,정보없음,정보없음,정보없음,6759mm,2079mm,2027mm,4369mm,정보없음,정보없음,정보없음,275mm/65/20inch,275mm/65/20inch,정보없음,정보없음,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20200110_16
2019 토요타 아발론 ,토요타,35500~42200달러,I4,자연흡기,2494cc,가솔린,자동28.0mpg(정보없음),5인승,풀타임4륜구동,자동8단,205hp,25.4kg.m,정보없음,정보없음,정보없음,4976mm,1849mm,1435mm,2870mm,1600mm,1615mm,정보없음,215mm/55/17inch,215mm/55/17inch,맥퍼슨스트럿,멀티링크,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20180424_10
2019 캐딜락 XT4,캐딜락,35790달러,l4,싱글터보,1998cc,가솔린,자동27.0mpg(정보없음),5인승,전륜구동,자동9단,237hp,35.7kg.m,정보없음,정보없음,정보없음,4599mm,1881mm,1627mm,2779mm,정보없음,정보없음,1660kg,정보없음/정보없음/18inch,정보없음/정보없음/18inch,맥퍼슨스트럿,5링크,정보없음,정보없음,랙앤피니언,https://imgauto-phinf.pstatic.net/20180328_72
2019 랜드로버 레인지로버 플러그인 하이브리드,랜드로버,1억8747만원,I4,싱글터보,1997cc,전기가솔린,자동7.6km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,정보없음,정보없음,404hp,7.3초,262.0g/km,5000mm,2073mm,1869mm,2922mm,1693mm,1685mm,정보없음,정보없음/정보없음/21inch,정보없음/정보없음/21inch,더블위시본,인테그랄링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190515_26
2018 토요타 센추리,토요타,19600000엔,V8,자연흡기,4968cc,전기가솔린,CVT13.6km/ℓ(하이브리드),4인승,후륜구동,자동(CVT),381hp,52.0kg.m,정보없음,정보없음,정보없음,5335mm,1930mm,1505mm,3090mm,1615mm,1615mm,2370kg,225mm/55/18inch,225mm/55/18inch,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20180704_24
2017 페라리 GTC4 루쏘T,페라리,가격정보없음,V8,트윈터보,3855cc,가솔린,DCT7.0km/ℓ(5등급),4인승,후륜구동,자동(DCT)7단,610hp,77.5kg.m,320km/h,3.5초,251.0g/km,4922mm,1980mm,1383mm,2990mm,정보없음,정보없음,1740kg,245mm/35/20inch,295mm/35/20inch,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20170208_14
2021 리오 해치백,기아자동차,가격정보없음,I3,싱글터보,998cc,가솔린,정보없음정보없음,5인승,전륜구동,수동6단자동(DCT)7단,100hp,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,맥퍼슨스트럿,토션빔,V디스크,드럼,랙앤피니언,https://imgauto-phinf.pstatic.net/20200527_15
2021 렉서스 IS,렉서스,가격정보없음,V6,자연흡기,3456cc,가솔린,정보없음,5인승,후륜구동,자동8단,311hp,38.7kg.m,정보없음,정보없음,정보없음,4705mm,1840mm,1435mm,2800mm,정보없음,정보없음,정보없음,225mm/40/18inch,225mm/40/18inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200616_13
2020 애스턴마틴 DBS GT 자가토,애스턴마틴,6000000파운드,V12,정보없음,5204cc,가솔린,정보없음,2인승,후륜구동,토크컨버터8단,760hp,91.7kg.m,320km/h,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,265mm/35/21inch,265mm/35/21inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191009_26
2020 렉서스 IS F 스포츠,렉서스,5800만원,l4,싱글터보,1998cc,가솔린,자동10.2km/ℓ(4등급),5인승,후륜구동,자동8단,245hp,35.7kg.m,정보없음,정보없음,170.0g/km,4680mm,1810mm,1430mm,2800mm,1535mm,1550mm,1670kg,225mm/40/18inch,255mm/35/18inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200121_29
2020 BMW X3 M,BMW,1억550만원,I6,트윈터보,2993cc,가솔린,토크컨버터9.5km/ℓ(정보없음),5인승,풀타임4륜구동,토크컨버터8단,480hp,61.2kg.m,250km/h,4.2초,239.0g/km,4726mm,1897mm,1667mm,2864mm,1623mm,1602mm,1970kg,255mm/45/20inch,265mm/45/20inch,더블위시본,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190213_38
2020 BMW M2,BMW,58900달러,I6,싱글터보,2979cc,가솔린,수동10.4ℓ/100km(정보없음)DCT9.6ℓ/100km(정보없음),4인승,후륜구동,수동6단자동(DCT)7단,450hp,56.1kg.m,280km/h,4.0~4.2초,219.0~238.0g/km,4461mm,1871mm,1414mm,2693mm,1579mm,1601mm,1550~1575kg,245mm/35/19inch,265mm/35/19inch,더블조인트스프링,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191106_40
2019 벤츠 GLC 쿠페 AMG,메르세데스-벤츠,가격정보없음,V8,트윈터보,3982cc,가솔린,DCT12.4ℓ/100km(정보없음),5인승,풀타임4륜구동,자동(DCT)9단,476hp,66.3kg.m,250km/h,4.0초,283.0g/km,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,235mm/55/19inch,255mm/50/19inch,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190417_13
2019 램 3500,램,69140달러,V8,싱글터보,6690cc,디젤,정보없음,5인승,풀타임4륜구동,자동6단,375hp,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191018_75
2019 랜드로버 레인지로버 스포츠 SVR,랜드로버,1억9147만원,V8,슈퍼차저,5000cc,가솔린,자동6.1km/ℓ(5등급),5인승,풀타임4륜구동,자동8단,575hp,71.4kg.m,280km/h,4.5초,285.0g/km,4879mm,2073mm,1803mm,2923mm,1692mm,1686mm,2445kg,정보없음,정보없음,정보없음,인테그랄링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190515_81
2017 볼보 V90 플러그인 하이브리드,볼보,가격정보없음,l4,슈퍼차저,1969cc,전기가솔린,자동2.1ℓ/100km(하이브리드),5인승,풀타임4륜구동,자동8단,320hp,40.7kg.m,407hp,5.2초,47.0g/km,4936mm,1890mm,1475mm,2941mm,1639mm,1639mm,정보없음,정보없음/정보없음/16inch,정보없음/정보없음/16inch,더블위시본,인테그랄링크,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20160219_12
2017 롤스로이스 고스트 EWB,롤스로이스,4억9000만원,V12직분사,트윈터보,6592cc,가솔린,토크컨버터6.3km/ℓ(5등급),5인승,후륜구동,토크컨버터8단,563hp,79.6kg.m,250km/h,5.0초,329.0g/km,5569mm,1948mm,1550mm,3465mm,1622mm,1660mm,2520kg,255mm/50/19inch,255mm/50/19inch,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190925_39
2016 뉴욕 콘셉트,제네시스,가격정보없음,l4직분사,싱글터보,1998cc,전기가솔린,정보없음,4인승,후륜구동,자동8단,정보없음,정보없음,245hp,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,https://imgauto-phinf.pstatic.net/20160325_16
2021 토요타 하이럭스,토요타,가격정보없음,I4,싱글터보,2755cc,디젤,자동7.8ℓ/100km(정보없음),5인승,파트타임4륜구동,자동6단,204hp,51.0kg.m,정보없음,정보없음,204.0g/km,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음/정보없음/18inch,정보없음/정보없음/18inch,더블위시본,리프리지드,V디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200605_89
2021 재규어 F-타입 쿠페,재규어,54060파운드,V8,슈퍼차저,5000cc,가솔린,정보없음,2인승,후륜구동,자동8단,444hp,59.1kg.m,285km/h,4.4초,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,더블위시본,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191203_61
2020 폭스바겐 투아렉 R 플러그인 하이브리드,폭스바겐,가격정보없음,V6,트윈터보,2995cc,전기가솔린,정보없음,5인승,풀타임4륜구동,자동8단,340hp,45.9kg.m,462hp,정보없음,정보없음,4878mm,1984mm,1717mm,2904mm,1420mm,1480mm,정보없음,정보없음,정보없음,멀티링크,멀티링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200225_42
2020 포드 이스케이프,포드,25980달러,I3,싱글터보,1497cc,가솔린,정보없음,5인승,전륜구동풀타임4륜구동,자동8단,180hp,24.5kg.m,정보없음,정보없음,정보없음,4584mm,1882mm,1742mm,2710mm,1585mm,1569mm,정보없음,225mm/60~65/17~18inch,225mm/60~65/17~18inch,정보없음,정보없음,디스크,디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190412_27
2020 토요타 86,토요타,30825달러,F4,자연흡기,1998cc,가솔린,자동12.4mpg(정보없음)수동12.4mpg(정보없음),4인승,후륜구동,자동6단수동6단,205hp,20.9kg.m,정보없음,정보없음,179.0g/km,4240mm,1775mm,1320mm,2570mm,1520mm,1540mm,1250kg,215mm/45/17inch,215mm/45/17inch,맥퍼슨스트럿,더블위시본,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20190508_28
2020 코닉세그 예스코 앱솔루트,코닉세그,가격정보없음,V8,슈퍼차저,4998cc,가솔린,정보없음,2인승,후륜구동,자동(DCT)9단,1600hp,102.0kg.m,정보없음,정보없음,정보없음,4845mm,2030mm,1210mm,2700mm,정보없음,정보없음,1390kg,265mm/35/20inch,325mm/30/21inch,정보없음,정보없음,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20200323_14
2020 알파로메오 줄리아 콰드리폴리오,알파로메오,74445달러,V6,트윈터보,2891cc,가솔린,자동20.0mpg(정보없음),5인승,후륜구동,자동8단,505hp,61.2kg.m,정보없음,정보없음,정보없음,4639mm,1874mm,1426mm,2820mm,1555mm,1607mm,1733kg,245mm/40/19inch,245mm/40/19inch,더블위시본,알파링크,V디스크,V디스크,랙앤피니언,https://imgauto-phinf.pstatic.net/20191129_29
